ID,lat,lon,chargers
"174361",44.1727386171237,9.63364733850722,0
"88765",44.058659905101,9.8409485236716,22
"132830",44.155529873685,9.76362502469976,22
"103914",44.1080958533584,9.82835103451725,0
"194183",44.17937,9.724327,15
"131213",44.1172149337876,9.83007765845468,50
"132831",44.1557093985191,9.78296200104819,22
"194182",44.189449,9.714795,22
"195296",44.1185262860419,9.83197634607131,75
"113376",44.118721,9.832072,22
"195295",44.1144497001892,9.83976272553446,110
"174866",44.114725,9.84875,50
"134002",44.1144162352525,9.84975910716889,22
"194301",44.118116,9.849795,15
"174046",44.1262337858575,9.84285626980545,0
"90938",44.072127,9.910587,17
"90974",44.071936,9.913098,22
"133467",44.2470894538189,9.62194214694375,22
"148216",44.2263945468275,9.72979507292303,350
"146223",44.2269992045648,9.73023093934103,50
"146740",44.227195,9.729853,3
"193973",44.231807,9.723643,150
"188804",44.236722,9.725218,50
"132967",44.2373614059877,9.72899048048328,22
"131828",44.2921892553945,9.67253156749302,22
"193984",44.277558,9.744786,22
"103166",44.3782809254355,9.59529572046847,0
"189457",44.116336395467,9.91254698087818,22
"192458",44.1161846860041,9.91301909429353,150
"194303",44.138514,9.931307,22
"131261",44.1171375202447,9.94637840460939,50
"189456",44.0931909702005,9.94216367961602,22
"167674",44.4145134634616,9.8706384479126,95
"92013",44.374485501899,9.87640112003362,22
"193190",44.332685,9.928899,22
"108074",44.5537,9.885143,0
"84603",44.042616,9.9633,22
"190066",44.052108637953,9.99015707679627,22
"149885",44.077462,9.982779,22
"174421",44.105141,9.963674,60
"155493",44.1127,9.957171,22
"188821",44.017016,10.086297,50
"85125",44.066953,10.076159,11
"128065",44.001577,10.109022,22
"107096",44.000732,10.110273,7.4
"190113",44.0235852899806,10.1093086168521,75
"55109",44.0343105765324,10.1089944154036,22
"191668",44.037982416482,10.1130041613077,22
"56183",43.9820202174342,10.1407586411972,0
"129092",43.9798326694672,10.1412850570872,22
"130433",44.0345065329535,10.1341296536602,22
"117625",43.9778024382731,10.1448023239665,22
"126922",43.980381,10.14542,22
"129806",44.0376381950096,10.139202815782,22
"174062",44.036036,10.140346,50
"130432",44.0352392105347,10.1420752369819,22
"130431",44.0324673282657,10.1438506621832,22
"117627",43.9871686683821,10.1529653550419,22
"155989",44.2086146684144,9.96845347556291,22
"130434",44.0407358152652,10.1434959633882,22
"155990",44.20941701275,9.97025367405274,22
"118498",44.213549846069,9.96683909044521,0
"155988",44.2143635893099,9.96645184979911,22
"193174",44.227007,9.968901,50
"188813",44.292812,9.95247,22
"188877",44.252516,10.015794,22
"189338",44.2387196054637,10.1260048296621,22
"189339",44.1937907666656,10.1515633947129,22
"174896",44.486582,9.939197,22
"108076",44.5104950165069,9.98784096932491,22
"85594",44.510525,9.987866,3
"194279",44.587482,10.034541,15
"89022",42.7585811194128,10.2358286082745,7.4
"90373",42.752089,10.239758,22
"70578",42.7990606558631,10.2663986630798,22
"127195",42.8019193931236,10.3180712880995,22
"56163",43.6273363501164,10.2892806222517,22
"70512",43.5517345385587,10.3086243832554,22
"56162",43.6514798460343,10.2845787098486,22
"62740",43.56496,10.31077,50
"56161",43.6714232287707,10.2744372775633,22
"194141",43.5361,10.323489,300
"100766",43.5571871619087,10.3266436499487,22
"194374",43.5445260870251,10.3269964331965,110
"195286",43.5304086500574,10.3259208280796,50
"171130",43.5292808353918,10.3295183372841,50
"194375",43.570968419089,10.3345663255252,40
"149960",43.5870900612727,10.3467878607062,22
"90594",43.849237835687,10.2457786412453,22
"188662",43.8674263989711,10.2435620770549,0
"87961",43.8620683577898,10.2486971578672,0
"90421",43.895498,10.22399,22
"188661",43.8658216112397,10.2504533479232,0
"162387",43.8541833937319,10.2635276114053,22
"188942",43.891226,10.23596,20
"97823",43.915906,10.212963,22
"128895",43.8651286718411,10.2601945253315,22
"104084",43.8663170749459,10.2596547467355,50
"190805",43.9120900936924,10.2213409067211,50
"130277",43.9102129838507,10.2237190617353,22
"129658",43.8985734873597,10.2375324852436,22
"130502",43.8709587497171,10.2674883283462,22
"91010",43.949933,10.177509,22
"52735",43.9582937943047,10.1700660151664,22
"174950",43.9292261172891,10.2225810527204,350
"174951",43.9296024755612,10.2235954814194,350
"70009",43.9565997473019,10.1953094121645,120
"132293",43.9050979778945,10.2620017405441,22
"156187",43.9670812927771,10.1922693266979,22
"129657",43.931372072007,10.2609158739848,22
"71088",43.959385,10.227029,0
"104085",43.8782,10.3273,50
"147909",44.0146374940554,10.1667538680733,22
"155269",43.9918008753407,10.3060947248227,22
"118124",43.9432820358623,10.308384789496,22
"162394",44.0099596326865,10.3099996748869,22
"189340",44.117366709548,10.2651896836829,22
"107669",42.8107251920791,10.3686524693115,0
"128266",42.9285883,10.5270102,2
"87703",43.021953,10.551846,22
"163274",43.1789485083588,10.5390480208927,22
"106336",43.1795803,10.5394997,22
"165290",43.1846039841589,10.5391481453128,11
"131992",43.1882849,10.5400448,22
"188830",43.090011,10.541937,50
"61185",43.300911581723,10.4914971914966,22
"109023",43.253918,10.553638,22
"109436",43.2976482802576,10.5241216993345,22
"175745",43.3964855808316,10.4300189226958,22
"61186",43.310549098315,10.5173237347251,22
"190797",43.3304237745128,10.5243951122141,0
"172026",43.3083003958916,10.5283513647398,50
"172025",43.3133106883971,10.532969982697,50
"167673",43.6693106480716,10.3599811971711,95
"56196",43.693398206969,10.3830348188446,22
"56207",43.7004930291761,10.3997675170977,22
"56211",43.7110043284884,10.3914707740623,22
"56208",43.7051933034342,10.4013003995497,22
"170648",43.7186282939472,10.3832922368607,22
"56210",43.7115276861816,10.3971235295612,22
"56209",43.7101830634125,10.4001732012112,22
"56212",43.7160561634646,10.3946156641323,22
"56213",43.7208127493289,10.3893786510307,22
"56285",43.7097197407999,10.4093430032808,22
"56286",43.7141633849826,10.4089768817503,22
"56214",43.728683453895,10.3894510706741,22
"56288",43.7213913578962,10.403381123193,22
"56287",43.7175782916238,10.4091116627533,22
"56164",43.7258242329215,10.398524376653,22
"56293",43.7101069524514,10.421661718734,22
"56292",43.7122957451824,10.4213016321737,22
"56291",43.7148441677291,10.4208919247467,22
"56289",43.7244026466503,10.4106163820106,22
"56290",43.7223469810509,10.413698910721,22
"56294",43.7076149435366,10.4324160357792,22
"134288",43.7097704899064,10.4331320052949,22
"188520",43.724743,10.418214,75
"56298",43.6748567950002,10.4745126357157,22
"125844",43.674802,10.474958,50
"56308",43.6920808758213,10.4608078887541,22
"56297",43.704511483109,10.458812325247,22
"77393",43.6203285170729,10.5233892724914,7
"56309",43.6864330622562,10.4864417603094,22
"56310",43.6847300800559,10.5023351898272,22
"56324",43.679151408006,10.5133993020136,22
"56299",43.7031037503478,10.497437476166,22
"56325",43.6826391086837,10.5180884739239,22
"56327",43.6698705763265,10.5350319882709,22
"56328",43.6623113804178,10.5423919698078,22
"105095",43.6689653011427,10.5401728425189,50
"56326",43.6789651846948,10.5347905894596,22
"56329",43.6766451041365,10.5438457270939,22
"56645",43.6765306496814,10.5485208174068,22
"56646",43.6752464169154,10.5504989465553,22
"56647",43.6744801320061,10.5518373688538,22
